canal_id,nombre_canal,categoria,provincia,ciudad,suscriptores,certeza,metodo_deteccion,indicadores_argentinidad,url,fecha_deteccion
UCOP8wnjy5ol1ulyy_DjaYIA,Radio-Streaming 97.1,Deportes,Misiones,Por determinar,2340.0,100.0,explicit_country,"metadata_AR, menciona_argentina, menciona_argentinas, menciona_arg, modismos_1, locations_2",https://youtube.com/channel/UCOP8wnjy5ol1ulyy_DjaYIA,2025-07-08
UC5KfW9_wv4tqbIPgY8tMG-w,Honorable Cámara de Diputados de la Nación,Educativo,Argentina,Por determinar,268000.0,100.0,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UC5KfW9_wv4tqbIPgY8tMG-w,2025-07-08
UChKt0UFx4kAFeL-J5PGj1YQ,RADIO POST FM 92.1 ,Charlas/Podcast,Mendoza,Por determinar,1310.0,100.0,explicit_country,"metadata_AR, codigo_MENDOZA, menciona_argentina, menciona_arg, locations_2",https://youtube.com/channel/UChKt0UFx4kAFeL-J5PGj1YQ,2025-07-08
UCRw1y2JAiHN3mcjjCtrBBng,Canal Bardo,Entretenimiento,Mendoza,Por determinar,4000.0,100.0,explicit_country,"metadata_AR, codigo_MENDOZA, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCRw1y2JAiHN3mcjjCtrBBng,2025-07-08
UCgHdApY3_q5036b-VcZkouw,Ramiro Morales Oficial,Música,Salta,Por determinar,713.0,100.0,explicit_country,"metadata_AR, codigo_SALTA, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCgHdApY3_q5036b-VcZkouw,2025-07-09
UCBDSJPo-WxGXmLGEtBAbInA,FAGRAN NUTRICIÓN,Deportes,Argentina,Por determinar,1240.0,100.0,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCBDSJPo-WxGXmLGEtBAbInA,2025-07-10
UCYh0ypCJ5BgbEdvaarI8GRg,Cosquin Joven Oficial,Arte/Creatividad,Argentina,Por determinar,10500.0,70.0,local_code,"codigo_CORDOBA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCYh0ypCJ5BgbEdvaarI8GRg,2025-07-10
UCgIT4w3dGBTEsaXwNHAVglQ,ATV ARGENTINA,Entretenimiento,Argentina,Por determinar,830,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCgIT4w3dGBTEsaXwNHAVglQ,2025-07-13
UCCCFxLtIPK90QWGUuR-ub7A,Federación Universitaria Argentina - FUA,Educativo,Argentina,Por determinar,980,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCCCFxLtIPK90QWGUuR-ub7A,2025-07-14
UCOCCqq7PwUZRrcNc7VIf3tA,Rojos De Pasion,Deportes,Misiones,Por determinar,22700,65,explicit_country,"metadata_AR, codigo_AR, locations_1",https://youtube.com/channel/UCOCCqq7PwUZRrcNc7VIf3tA,2025-07-14
UCDBP9nfxJ4AX5w3rNRKziRQ,AJPP Argentina,Entretenimiento,Argentina,Por determinar,9540,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCDBP9nfxJ4AX5w3rNRKziRQ,2025-07-14
UCZ2voklsl3XHugqbm19wB1w,Universo TV,Gaming,Córdoba,Por determinar,60300,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCZ2voklsl3XHugqbm19wB1w,2025-07-14
UCgdzw0B0pBaTwCBOuJJD-HQ,Santuario Ma. del Rosario de San Nicolás,Charlas/Podcast,Misiones,Por determinar,16700,100,explicit_country,"metadata_AR, codigo_ROSARIO, menciona_argentina, menciona_arg, locations_2",https://youtube.com/channel/UCgdzw0B0pBaTwCBOuJJD-HQ,2025-07-14
UCxjcBVXCrJ9IlXDLDUJHtUA,Fútbol para Todos En Vivo,Deportes,Argentina,Por determinar,43600,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCxjcBVXCrJ9IlXDLDUJHtUA,2025-07-14
UCFHhfZu16kAixWaight8-FA,Noticiero Canal 7 Jujuy,Deportes,Jujuy,Por determinar,14200,100,explicit_country,"metadata_AR, codigo_JUJUY, menciona_argentino, menciona_arg, locations_1",https://youtube.com/channel/UCFHhfZu16kAixWaight8-FA,2025-07-15
UCo0wPQOSv9ON_RDFuYw8YBg,Juego Libre Radio,Deportes,Argentina,Por determinar,2970,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg, modismos_1",https://youtube.com/channel/UCo0wPQOSv9ON_RDFuYw8YBg,2025-07-15
UC1BSDeyIgVWN-y_ymdqqQ-g,Lina Tv,Música,Misiones,Por determinar,1140,65,explicit_country,"metadata_AR, codigo_CORDOBA, locations_1",https://youtube.com/channel/UC1BSDeyIgVWN-y_ymdqqQ-g,2025-07-16
UCmA8VpESS43iV7ffXroxlbQ,MMX,Entretenimiento,Argentina,Por determinar,1420,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCmA8VpESS43iV7ffXroxlbQ,2025-07-16
UCCIr6Ilt39hLsXgjmvPueaw,Radio Panorama 100.1,Charlas/Podcast,Argentina,Por determinar,4160,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCCIr6Ilt39hLsXgjmvPueaw,2025-07-19
UCaK9MvzKXT3uG1kPf5kQTJg,Martini28 3,Gaming,Argentina,Por determinar,1970,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCaK9MvzKXT3uG1kPf5kQTJg,2025-07-19
UC7TFjz6yEImGZQ7I2CDO7FA,La Choza Contenidos,Charlas/Podcast,Argentina,Por determinar,15800,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UC7TFjz6yEImGZQ7I2CDO7FA,2025-07-21
UC8mjzWBO7-XvOf5iMe4cVMw,Haustream,Charlas/Podcast,Argentina,Por determinar,3520,80,explicit_country,"metadata_AR, menciona_argentino, menciona_arg",https://youtube.com/channel/UC8mjzWBO7-XvOf5iMe4cVMw,2025-07-22
UCklDv4NK00CQHNkGDZ7-p_g,Asociación Médica Argentina,Educativo,Argentina,Por determinar,3560,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCklDv4NK00CQHNkGDZ7-p_g,2025-07-22
UC9RM5KFpUW52OZBeQIYsDxA,Misiones Cuatro,Entretenimiento,Misiones,Por determinar,5130,65,explicit_country,"metadata_AR, codigo_MISIONES, locations_1",https://youtube.com/channel/UC9RM5KFpUW52OZBeQIYsDxA,2025-07-22
UC7k4rUSBeNtCwMK-ldIRVTw,IAME SERIES ARG,Charlas/Podcast,Misiones,Por determinar,942,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_argentino, menciona_arg, locations_1",https://youtube.com/channel/UC7k4rUSBeNtCwMK-ldIRVTw,2025-07-22
UCHtInVgUKXzjlShuh4kIBjw,Vive,Música,Argentina,Por determinar,6620,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCHtInVgUKXzjlShuh4kIBjw,2025-07-23
UCI6m1EyjgTYMJke5UMvD9ZA,Ministerio de Economía,Tecnología,Argentina,Por determinar,57300,100,explicit_country,"metadata_AR, codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UCI6m1EyjgTYMJke5UMvD9ZA,2025-07-23
UCQ2_5H4V7okSXN2TtbL-KNw,VERMUT,Educativo,Argentina,Por determinar,1340,80,explicit_country,"metadata_AR, menciona_argentino, menciona_arg",https://youtube.com/channel/UCQ2_5H4V7okSXN2TtbL-KNw,2025-07-28
UCeEABBaQ8ODUyIcy9a6wm3w,Iglesia Del Centro,Entretenimiento,Argentina,Por determinar,39000,100,explicit_country,"metadata_AR, codigo_CABA, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCeEABBaQ8ODUyIcy9a6wm3w,2025-07-28
UCikphFyPu3tGfFgQwAui2Mw,Los Vecinos Chamame,Entretenimiento,Corrientes,Por determinar,2750,82,local_code,"codigo_CORRIENTES, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCikphFyPu3tGfFgQwAui2Mw,2025-07-29
UC8L7WCsgsnGh_efjV1B-Ccw,Loop Stream,Estilo de Vida,Argentina,Por determinar,2460,100,explicit_country,metadata_AR,https://youtube.com/channel/UC8L7WCsgsnGh_efjV1B-Ccw,2025-07-29
UCuz6LQBZxRRAF7FSF0RC8LQ,HellG,Entretenimiento,Argentina,Por determinar,33500,100,explicit_country,metadata_AR,https://youtube.com/channel/UCuz6LQBZxRRAF7FSF0RC8LQ,2025-07-29
UCcgsPr-uMZpLA_EGyPH0awQ,Eventos y Publicidades,Deportes,Argentina,Por determinar,3090,100,explicit_country,metadata_AR,https://youtube.com/channel/UCcgsPr-uMZpLA_EGyPH0awQ,2025-07-29
UC4_LVb6kygFxEg2xrfeb-Kw,Misión Iglesia Del Señor VR,Entretenimiento,Argentina,Por determinar,961,100,explicit_country,metadata_AR,https://youtube.com/channel/UC4_LVb6kygFxEg2xrfeb-Kw,2025-07-29
UCB6zAK8mTmMORONhGP2TqsQ,PABELLON 4,Gaming,Argentina,Por determinar,457000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCB6zAK8mTmMORONhGP2TqsQ,2025-07-29
UCnZidingmuqNkaT9Wm64Xxg,Bondi Live,Deportes,Argentina,Por determinar,318000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCnZidingmuqNkaT9Wm64Xxg,2025-07-29
UCzXKED57FEh-jwRwuixIYbg,Pasión TV,Música,Argentina,Por determinar,706000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCzXKED57FEh-jwRwuixIYbg,2025-07-31
UCQqKz7fkx6keYqPMOegl_qA,Bendita,Entretenimiento,Argentina,Por determinar,567000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCQqKz7fkx6keYqPMOegl_qA,2025-07-31
UC9CTiYtuSVNNro30cOXriIA,La Casa del Streaming,Estilo de Vida,Argentina,Por determinar,19300,100,explicit_country,metadata_AR,https://youtube.com/channel/UC9CTiYtuSVNNro30cOXriIA,2025-07-31
UCqi_IsDGo6tBtGHEYD2VASg,Norita Streaming,Estilo de Vida,Argentina,Por determinar,12600,100,explicit_country,metadata_AR,https://youtube.com/channel/UCqi_IsDGo6tBtGHEYD2VASg,2025-07-31
UCgz3b9_Ok4_1c2tX79OpyZg,Stream House,Entretenimiento,Argentina,Por determinar,1580,100,explicit_country,metadata_AR,https://youtube.com/channel/UCgz3b9_Ok4_1c2tX79OpyZg,2025-07-31
UCwYIspzhyEff1U3OxZcvb8w,Kamikaze Stream,Educativo,Argentina,Por determinar,6340,100,explicit_country,metadata_AR,https://youtube.com/channel/UCwYIspzhyEff1U3OxZcvb8w,2025-07-31
UCMy706Rhe2swaTmljCgiYVg,elseisTV,Estilo de Vida,Argentina,Por determinar,29800,100,explicit_country,metadata_AR,https://youtube.com/channel/UCMy706Rhe2swaTmljCgiYVg,2025-07-31
UCxzVNQpuuVnG5M5F9KFwWpg,CANAL 13 SAN JUAN TV,Entretenimiento,Argentina,Por determinar,1710000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCxzVNQpuuVnG5M5F9KFwWpg,2025-07-31
UC1h8_HKc5wScqeRw1HV6a6w,Diputados TV,Entretenimiento,Argentina,Por determinar,28400,100,explicit_country,metadata_AR,https://youtube.com/channel/UC1h8_HKc5wScqeRw1HV6a6w,2025-07-31
UCPGJV_MPEMWEF3TbIL8kdUw,ASAMBLEA CRISTIANA MENDOZA,Arte/Creatividad,Argentina,Por determinar,8710,100,explicit_country,metadata_AR,https://youtube.com/channel/UCPGJV_MPEMWEF3TbIL8kdUw,2025-07-31
UC8X7ctWlHtGAZUS1XDksABw,Vivo Buenos Aires,Entretenimiento,Argentina,Por determinar,5380,100,explicit_country,metadata_AR,https://youtube.com/channel/UC8X7ctWlHtGAZUS1XDksABw,2025-08-01
UCgB_Kh3mCnRcNwML6Z1_f9A,AHORA Stream,Charlas/Podcast,Argentina,Por determinar,2270,100,explicit_country,metadata_AR,https://youtube.com/channel/UCgB_Kh3mCnRcNwML6Z1_f9A,2025-08-01
UCJxrTLVpY9QPlQAhhx_8dDg,PRO Ciudad de Buenos Aires,Entretenimiento,Argentina,Por determinar,571,100,explicit_country,metadata_AR,https://youtube.com/channel/UCJxrTLVpY9QPlQAhhx_8dDg,2025-08-01
UC39LQlfIVgrVjlyjf4f4xiw,Canal Showsport,Deportes,Argentina,Por determinar,17200,100,explicit_country,metadata_AR,https://youtube.com/channel/UC39LQlfIVgrVjlyjf4f4xiw,2025-08-01
UCVSPRfoTypDMGQGXExJbK-w,Crack 💥,Charlas/Podcast,Argentina,Por determinar,4270,100,explicit_country,metadata_AR,https://youtube.com/channel/UCVSPRfoTypDMGQGXExJbK-w,2025-08-01
UCi5dvjk3AIzds36riXtDw9g,Boom TV,Arte/Creatividad,Argentina,Por determinar,683,100,explicit_country,metadata_AR,https://youtube.com/channel/UCi5dvjk3AIzds36riXtDw9g,2025-08-01
UCWV9sKG380WytFZy5_EsjgA,Rosario La Ciudad Media,Tecnología,Argentina,Por determinar,9130,100,explicit_country,metadata_AR,https://youtube.com/channel/UCWV9sKG380WytFZy5_EsjgA,2025-08-01
UC-pHPe42SNmhGWD1A3Isv6g,Blue RTV,Charlas/Podcast,Argentina,Por determinar,2910,100,explicit_country,metadata_AR,https://youtube.com/channel/UC-pHPe42SNmhGWD1A3Isv6g,2025-08-01
UC7fuLRt7eWHKCJVu80AfAzw,DinastiaStreaming ,Deportes,Argentina,Por determinar,1440,100,explicit_country,metadata_AR,https://youtube.com/channel/UC7fuLRt7eWHKCJVu80AfAzw,2025-08-01
UCTnDlFgznmh556DKywP0HVQ,Enfermos de lepra streaming,Entretenimiento,Argentina,Por determinar,875,100,explicit_country,metadata_AR,https://youtube.com/channel/UCTnDlFgznmh556DKywP0HVQ,2025-08-01
UCJpgWs7GcineBpEE1VG-OBA,Instituto Provincial de Juegos y Casinos Mendoza,Gaming,Argentina,Por determinar,13800,100,explicit_country,metadata_AR,https://youtube.com/channel/UCJpgWs7GcineBpEE1VG-OBA,2025-08-01
UC7WpCrWnAh5DoHtMxbrtMnQ,Choco TV,Tecnología,Argentina,Por determinar,8670,100,explicit_country,metadata_AR,https://youtube.com/channel/UC7WpCrWnAh5DoHtMxbrtMnQ,2025-08-01
UCBQd_Tg8k6lI7EBT3LYY4kw,VossTv,Deportes,Argentina,Por determinar,1260,100,explicit_country,metadata_AR,https://youtube.com/channel/UCBQd_Tg8k6lI7EBT3LYY4kw,2025-08-01
UCdfgN9FlX0AcNanbiz57OCw,CNN Radio Mendoza,Tecnología,Argentina,Por determinar,719,100,explicit_country,metadata_AR,https://youtube.com/channel/UCdfgN9FlX0AcNanbiz57OCw,2025-08-01
UCqsxXwo5syVK1V1yusBUwXQ,Goat Urban TV,Música,Argentina,Por determinar,7260,100,explicit_country,metadata_AR,https://youtube.com/channel/UCqsxXwo5syVK1V1yusBUwXQ,2025-08-02
UC85cFMepK_dykYh5pJs3XCg,Sebastián Cespedes Live,Charlas/Podcast,Argentina,Por determinar,5020,100,explicit_country,metadata_AR,https://youtube.com/channel/UC85cFMepK_dykYh5pJs3XCg,2025-08-02
UCTRRmsEhhQUii-s6U7clEIw,Teatro Colón,Música,Argentina,Por determinar,110000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCTRRmsEhhQUii-s6U7clEIw,2025-08-02
UCbD-LqQOyhyiPralPey8tqw,CEMENTO Radio streamig,Charlas/Podcast,Argentina,Por determinar,1290,100,explicit_country,metadata_AR,https://youtube.com/channel/UCbD-LqQOyhyiPralPey8tqw,2025-08-02
UCqcRu9coKWnbrr1Ooj354PQ,Canal 10 Río Negro,Entretenimiento,Argentina,Por determinar,64900,100,explicit_country,metadata_AR,https://youtube.com/channel/UCqcRu9coKWnbrr1Ooj354PQ,2025-08-03
UCtMufgcWMajSyFjQc0NHvJQ,Municipalidad de Reconquista,Entretenimiento,Argentina,Por determinar,4280,100,explicit_country,metadata_AR,https://youtube.com/channel/UCtMufgcWMajSyFjQc0NHvJQ,2025-08-03
UCp72OmnHc7U4dLeFbU3UESg,LTV VIVO,Música,Argentina,Por determinar,7540,100,explicit_country,metadata_AR,https://youtube.com/channel/UCp72OmnHc7U4dLeFbU3UESg,2025-08-03
UCYR1YCjglYUbpGRKx3zhd5A,AGD Trading Academy,Estilo de Vida,Argentina,Por determinar,545,100,explicit_country,metadata_AR,https://youtube.com/channel/UCYR1YCjglYUbpGRKx3zhd5A,2025-08-03
UCPfuzM5b9pA1TNb60lTr_eg,Mario Benigni,Deportes,Argentina,Por determinar,10200,100,explicit_country,metadata_AR,https://youtube.com/channel/UCPfuzM5b9pA1TNb60lTr_eg,2025-08-03
UCiN7L3SrxJt8MuathJ4NXIA,Habla Huracán,Gaming,Argentina,Por determinar,12300,100,explicit_country,metadata_AR,https://youtube.com/channel/UCiN7L3SrxJt8MuathJ4NXIA,2025-08-03
UCz_VOjwNig-4ekgLLfU7kMA,BRUJULA STREAM,Entretenimiento,Argentina,Por determinar,4700,100,explicit_country,metadata_AR,https://youtube.com/channel/UCz_VOjwNig-4ekgLLfU7kMA,2025-08-04
UCN3gx_z62nxCeFIkaK2HbrA,Somos Radio AM 530 - EN VIVO,Charlas/Podcast,Argentina,Por determinar,75100,100,explicit_country,metadata_AR,https://youtube.com/channel/UCN3gx_z62nxCeFIkaK2HbrA,2025-08-04
UCbpaDuQKihciegmFkexPfYQ,Casa de Rusia en Buenos Aires,Música,Argentina,Por determinar,1480,100,explicit_country,metadata_AR,https://youtube.com/channel/UCbpaDuQKihciegmFkexPfYQ,2025-08-05
UCxShK6wCOKlxC8xw0kAzSRA,Radiofonica 100.7,Entretenimiento,Argentina,Por determinar,6380,100,explicit_country,metadata_AR,https://youtube.com/channel/UCxShK6wCOKlxC8xw0kAzSRA,2025-08-05
UCP4LBGsiHEumu4mQ3lNFnQA,Mar del Plata 924 Streaming,Charlas/Podcast,Argentina,Por determinar,501,100,explicit_country,metadata_AR,https://youtube.com/channel/UCP4LBGsiHEumu4mQ3lNFnQA,2025-08-05
UCHIfuRg5isAgn_TgOBjM2VQ,Radio Nihuil,Música,Argentina,Por determinar,16600,100,explicit_country,metadata_AR,https://youtube.com/channel/UCHIfuRg5isAgn_TgOBjM2VQ,2025-08-05
UC3clpW9cnU1wA-RUM-eoFTw,MDZ Radio Streaming,Música,Argentina,Por determinar,3040,100,explicit_country,metadata_AR,https://youtube.com/channel/UC3clpW9cnU1wA-RUM-eoFTw,2025-08-05
UC3SUAhOcHYeZhU6919IitUg,Radio Universidad Nacional de La Plata,Educativo,Argentina,Por determinar,5690,100,explicit_country,metadata_AR,https://youtube.com/channel/UC3SUAhOcHYeZhU6919IitUg,2025-08-05
UC4hHGVAsJdwCEsTx1ZRPomw,Iglesia Cristiana de La Plata,Entretenimiento,Argentina,Por determinar,6820,100,explicit_country,metadata_AR,https://youtube.com/channel/UC4hHGVAsJdwCEsTx1ZRPomw,2025-08-05
UCOIFJjKf-z-ltB0VeY9Fnnw,Pastor Omar Olier,Arte/Creatividad,Argentina,Por determinar,27200,100,explicit_country,metadata_AR,https://youtube.com/channel/UCOIFJjKf-z-ltB0VeY9Fnnw,2025-08-05
UCWFylKzypM2c1aRt5SImiuQ,0221,Deportes,Argentina,Por determinar,6150,100,explicit_country,metadata_AR,https://youtube.com/channel/UCWFylKzypM2c1aRt5SImiuQ,2025-08-05
UCB6qVCMizW5JRuW8nkmVEkg,Simphony 913,Deportes,Argentina,Por determinar,3620,100,explicit_country,metadata_AR,https://youtube.com/channel/UCB6qVCMizW5JRuW8nkmVEkg,2025-08-05
UCpTneAgknZVT4fI6s7eNWzg,Blas Streaming,Deportes,Argentina,Por determinar,1810,100,explicit_country,metadata_AR,https://youtube.com/channel/UCpTneAgknZVT4fI6s7eNWzg,2025-08-05
UC74Ue8Je69HzZWGvwoUUVpw,Luki Stream,Entretenimiento,Argentina,Por determinar,21300,100,explicit_country,metadata_AR,https://youtube.com/channel/UC74Ue8Je69HzZWGvwoUUVpw,2025-08-05
UC_exhZXMCOrGc6d4yw7K_Ug,Capitán Polietileno oficial,Música,Argentina,Por determinar,503,100,explicit_country,metadata_AR,https://youtube.com/channel/UC_exhZXMCOrGc6d4yw7K_Ug,2025-08-05
UCsqe8NxFBVyypd7AKxScpwA,La Juntada de los Artistas,Música,Argentina,Por determinar,4940,100,explicit_country,metadata_AR,https://youtube.com/channel/UCsqe8NxFBVyypd7AKxScpwA,2025-08-05
UCX5l1nMjgKOYv1ikzbUgBSw,Pelado Stream,Charlas/Podcast,Argentina,Por determinar,793,100,explicit_country,metadata_AR,https://youtube.com/channel/UCX5l1nMjgKOYv1ikzbUgBSw,2025-08-05
UCduWHu6pIxwEYDz8Bgo2wlg,Mostruo,Música,Argentina,Por determinar,1160,100,explicit_country,metadata_AR,https://youtube.com/channel/UCduWHu6pIxwEYDz8Bgo2wlg,2025-08-05
UCWwZpofeEFNH-R8g1DC0fHA,Eva TV EN VIVO,Entretenimiento,Argentina,Por determinar,34300,100,explicit_country,metadata_AR,https://youtube.com/channel/UCWwZpofeEFNH-R8g1DC0fHA,2025-08-06
UC3ZXfI-uwPLpmMnaselI4wA,Radio Fuego Argentina 94.5,Estilo de Vida,Argentina,Por determinar,1510,70,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_arg",https://youtube.com/channel/UC3ZXfI-uwPLpmMnaselI4wA,2025-08-06
UCj3t0nMWRGcbbzOngSMb-8Q,PRESENCIA QUILMES ,Arte/Creatividad,Argentina,Por determinar,5690,100,explicit_country,metadata_AR,https://youtube.com/channel/UCj3t0nMWRGcbbzOngSMb-8Q,2025-08-06
UCdTs543f9nJa1VpQyZ7Cm4Q,MORRONES ∞,Música,Argentina,Por determinar,1950,100,explicit_country,metadata_AR,https://youtube.com/channel/UCdTs543f9nJa1VpQyZ7Cm4Q,2025-08-06
UCi3DtpoKKaaG7RL1gKLhDdw,Dominio Digital,Entretenimiento,Argentina,Por determinar,17100,100,explicit_country,metadata_AR,https://youtube.com/channel/UCi3DtpoKKaaG7RL1gKLhDdw,2025-08-06
UCSULh5ouuG7HwbE-moOtiIg,REC SANTA FE,Entretenimiento,Argentina,Por determinar,22500,100,explicit_country,metadata_AR,https://youtube.com/channel/UCSULh5ouuG7HwbE-moOtiIg,2025-08-06
UC27TKxjtYbUp2ZRoGPbq7UA,Argentinos Pasión,Deportes,Argentina,Por determinar,5970,100,explicit_country,metadata_AR,https://youtube.com/channel/UC27TKxjtYbUp2ZRoGPbq7UA,2025-08-06
UCIa6lTz1SpHfds2nkXAkMDA,MAXI ENE,Música,Argentina,Por determinar,1960,100,explicit_country,metadata_AR,https://youtube.com/channel/UCIa6lTz1SpHfds2nkXAkMDA,2025-08-06
UC5yOirwBZNtp-t6Vuow89aA,Amores en Red,Entretenimiento,Argentina,Por determinar,2070,100,explicit_country,metadata_AR,https://youtube.com/channel/UC5yOirwBZNtp-t6Vuow89aA,2025-08-06
UCsF1LDBDvGezKsTUdhHlSyw,MEDEATV HD,Entretenimiento,Argentina,Por determinar,27400,100,explicit_country,metadata_AR,https://youtube.com/channel/UCsF1LDBDvGezKsTUdhHlSyw,2025-08-06
UCiO4QPnKra8XBWubQSzf_QA,LOBO TV,Deportes,Argentina,Por determinar,4240,100,explicit_country,metadata_AR,https://youtube.com/channel/UCiO4QPnKra8XBWubQSzf_QA,2025-08-06
UCF4nEqc2Wb2M6MQozRhXZRQ,Indio Solari - Topic,Música,Entre Ríos,Por determinar,12400,100,local_code,"codigo_ARGENTINA, menciona_argentina, menciona_argentino, menciona_arg, locations_2",https://youtube.com/channel/UCF4nEqc2Wb2M6MQozRhXZRQ,2025-08-06
UCMcxDhLjDGBvZt5KPIUiuPQ,ICBethel Marcelo Fernandez,Entretenimiento,Argentina,Por determinar,6100,100,explicit_country,metadata_AR,https://youtube.com/channel/UCMcxDhLjDGBvZt5KPIUiuPQ,2025-08-06
UCBtSKsIiWh2ayet_VdJjoDg,LV7 Radio Tucumán,Música,Argentina,Por determinar,3470,100,explicit_country,metadata_AR,https://youtube.com/channel/UCBtSKsIiWh2ayet_VdJjoDg,2025-08-06
UCjCPoveH-aGZh42wq3OvVrA,ON-TV,Educativo,Argentina,Por determinar,42900,100,explicit_country,metadata_AR,https://youtube.com/channel/UCjCPoveH-aGZh42wq3OvVrA,2025-08-06
UCct93PLndurii4Aj6Uvc7hQ,Vino Terapia,Entretenimiento,Argentina,Por determinar,9830,100,explicit_country,metadata_AR,https://youtube.com/channel/UCct93PLndurii4Aj6Uvc7hQ,2025-08-06
UCly_q2wwgCfuWMmW0HGsWhw,Iglesia Nueva Vida UEA,Arte/Creatividad,Argentina,Por determinar,779,100,explicit_country,metadata_AR,https://youtube.com/channel/UCly_q2wwgCfuWMmW0HGsWhw,2025-08-06
UCVYNfPCYZQ46TitU3Ab3wtw,Río Celestial TV,Estilo de Vida,Argentina,Por determinar,5150,100,explicit_country,metadata_AR,https://youtube.com/channel/UCVYNfPCYZQ46TitU3Ab3wtw,2025-08-06
UCGcERTpPSOt9PuNf0JVe50w,Diario Río Negro,Estilo de Vida,Argentina,Por determinar,118000,100,explicit_country,metadata_AR,https://youtube.com/channel/UCGcERTpPSOt9PuNf0JVe50w,2025-08-06
UC0cwn_2m9gDFhRb30-mYEIA,Iglesia Adventista Neuquén Centro,Entretenimiento,Argentina,Por determinar,526,100,explicit_country,metadata_AR,https://youtube.com/channel/UC0cwn_2m9gDFhRb30-mYEIA,2025-08-06
UCG3QqUcb5DilqHTWv730I4Q,Deportar neuquen,Entretenimiento,Argentina,Por determinar,583,100,explicit_country,metadata_AR,https://youtube.com/channel/UCG3QqUcb5DilqHTWv730I4Q,2025-08-06
UCMywWPYWcnMqkgIOdyeYgyA,El Tribuno de Jujuy,Charlas/Podcast,Argentina,Por determinar,26600,100,explicit_country,metadata_AR,https://youtube.com/channel/UCMywWPYWcnMqkgIOdyeYgyA,2025-08-06
UCD4OTQquAFMT8DinS4U9J7A,Canal 4 Jujuy,Arte/Creatividad,Argentina,Por determinar,28500,100,explicit_country,metadata_AR,https://youtube.com/channel/UCD4OTQquAFMT8DinS4U9J7A,2025-08-06
UCcIbPO8KQw3LWnXUE71itNw,Gato Garcia,Música,Argentina,Por determinar,14500,100,explicit_country,metadata_AR,https://youtube.com/channel/UCcIbPO8KQw3LWnXUE71itNw,2025-08-06
UCR9abfb1iBFMqONn8NLnbCg,La Brújula Jujuy ,Entretenimiento,Argentina,Por determinar,594,100,explicit_country,metadata_AR,https://youtube.com/channel/UCR9abfb1iBFMqONn8NLnbCg,2025-08-06
UCCVAG9XDmh5my0_TPcfmd5g,Canal 2 Perico,Tecnología,Jujuy,Por determinar,1540,85,local_code,"codigo_JUJUY, menciona_argentina, menciona_arg, locations_1",https://youtube.com/channel/UCCVAG9XDmh5my0_TPcfmd5g,2025-08-06
UCI4ywxH3rERudLZjU2pezJQ,Bingos Del Norte,Deportes,Argentina,Por determinar,6830,100,explicit_country,metadata_AR,https://youtube.com/channel/UCI4ywxH3rERudLZjU2pezJQ,2025-08-06
UCYVvDkN-ZwqAwW8ZvSbjBjA,LA FORMULA DE JUJUY,Música,Argentina,Por determinar,780,100,explicit_country,metadata_AR,https://youtube.com/channel/UCYVvDkN-ZwqAwW8ZvSbjBjA,2025-08-06
